customerID,gender,SeniorCitizen,Partner,Dependents,tenure,Contract,PaymentMethod,PaperlessBilling,InternetService,OnlineSecurity,TechSupport,MonthlyCharges,TotalCharges,Actual_Churn,Predicted_Churn,Churn_Probability,Risk_Segment
4690-LLKUA,1,1,0,0,-0.628344657,0,2,1,0,0,0,-0.656439196,-0.667384473,1,0,0.41248733,Medium Risk
5716-LIBJC,0,0,0,1,-0.791320502,1,1,1,1,0,0,1.308071007,-0.434216898,0,0,0.31814346,Medium Risk
2485-ITVKB,0,0,1,0,-1.239504076,0,2,1,0,0,0,-0.987181608,-0.977031895,1,1,0.90290296,High Risk
1357-MVDOZ,1,0,1,1,-0.872808424,0,0,1,0,0,0,-0.171128723,-0.705922198,0,0,0.20574503,Low Risk
3926-YZVVX,0,0,0,0,0.349510414,1,0,0,0,0,2,-0.490236979,-0.112172107,0,0,0.008247826,Low Risk
0668-OGMHD,0,0,1,0,-0.465368811,0,2,0,0,2,0,-1.206568534,-0.729702202,0,1,0.8265256,High Risk
7279-BUYWN,0,1,0,0,0.349510414,0,2,1,1,2,0,1.60889702,1.061585084,1,0,0.38251293,Medium Risk
7338-ERIVA,1,0,0,1,0.268022492,1,0,0,0,2,2,-0.656439196,-0.217373259,0,0,0.008458334,Low Risk
8049-WJCLQ,1,0,1,1,-0.913552385,0,3,0,0,0,0,-0.152846479,-0.758754397,0,0,0.08986451,Low Risk
0388-EOPEX,0,0,1,0,-1.239504076,0,2,1,1,2,0,0.319167817,-0.945862001,1,0,0.4193331,Medium Risk
3296-SILRA,0,1,1,0,-1.280248037,0,3,1,1,0,0,0.385648704,-0.973656811,1,1,0.71218795,High Risk
8920-NAVAY,1,1,0,0,1.205133601,1,0,1,1,0,2,1.527457933,2.104486073,0,1,0.54269135,Medium Risk
1834-ABKHQ,0,0,1,1,0.797693988,1,0,1,0,0,0,-0.46032058,0.144422522,0,0,0.007776815,Low Risk
3043-TYBNO,1,0,0,0,-1.198760114,0,3,0,0,0,2,-0.137888279,-0.920493722,0,0,0.11004185,Low Risk
2573-GYRUU,1,1,1,0,0.634718143,0,1,1,1,0,0,0.872621199,0.92095658,0,1,0.7010087,High Risk
0979-PHULV,1,0,1,1,1.49034133,0,1,1,1,0,0,1.151840923,2.084301747,1,1,0.6937164,Medium Risk
4918-FYJNT,0,1,1,0,0.919925872,0,2,0,1,0,2,0.852676933,1.21833899,0,0,0.10267359,Low Risk
3930-ZGWVE,1,0,0,0,-1.280248037,0,3,0,2,1,1,-1.497422413,-0.998650081,0,1,0.8270696,High Risk
5766-ZJYBB,1,0,0,0,-1.280248037,0,3,0,2,1,1,-1.509056568,-0.998804497,1,1,0.5599904,Medium Risk
0121-SNYRK,1,0,0,0,0.716206066,1,3,1,0,2,2,-0.977209475,-0.235770776,0,0,0.005150563,Low Risk
3174-AKMAS,0,0,1,0,0.553230221,2,1,1,0,0,2,-0.019884706,0.320390143,0,0,0.009444071,Low Risk
1212-GLHMD,1,0,0,0,-1.198760114,0,3,1,1,2,0,0.706418982,-0.899338783,0,0,0.12742256,Low Risk
6741-EGCBI,1,1,0,0,-0.09867316,0,1,1,1,2,0,0.854338955,0.137892948,0,0,0.25979167,Low Risk
6248-TKCQV,0,0,1,1,1.531085291,2,0,1,0,2,2,0.525258566,1.401608263,0,0,0.01361226,Low Risk
9489-JMTTN,0,0,1,1,1.612573214,2,1,0,0,2,2,0.829408623,1.902664867,0,0,0.005725326,Low Risk
1568-LJSZU,1,0,1,1,1.449597369,2,1,1,0,2,2,0.910847709,1.813081753,0,0,0.10250942,Low Risk
5126-RCXYW,1,0,1,1,0.879181911,2,1,0,0,0,2,-0.624860775,0.062096941,0,0,0.00713879,Low Risk
6961-MJKBO,1,0,0,0,0.593974182,2,0,0,2,1,1,-1.474154103,-0.591323754,0,0,0.004480451,Low Risk
9174-IHETN,0,0,0,1,0.716206066,2,1,0,1,0,0,0.184544021,0.551616493,0,0,0.0317229,Low Risk
4160-AMJTL,0,1,0,0,-0.995040308,0,2,0,2,1,1,-1.500746458,-0.934876433,1,0,0.2693276,Low Risk
2257-BOVXD,1,0,1,0,-0.75057654,0,1,1,0,0,2,0.059892359,-0.575220411,0,0,0.41464958,Medium Risk
1550-LOAHA,0,0,1,0,-0.017185237,0,0,0,1,0,0,0.64326214,0.133525192,1,0,0.33832577,Medium Risk
1972-XMUWV,0,0,1,0,1.327365485,2,1,1,0,0,2,-0.166142656,0.672766571,0,0,0.005453103,Low Risk
2088-IEBAU,0,0,0,0,1.449597369,2,2,1,0,2,2,0.776223913,1.705255536,0,0,0.008257314,Low Risk
0825-CPPQH,0,0,1,0,1.571829252,2,1,0,2,1,1,-1.519028701,-0.401855797,0,0,0.000389651,Low Risk
2070-FNEXE,0,1,0,0,-1.035784269,0,0,0,1,2,0,0.387310726,-0.785181526,1,1,0.61010426,Medium Risk
1731-TVIUK,0,0,0,0,-1.158016153,0,2,1,1,0,2,0.954060285,-0.847565434,1,1,0.95492226,High Risk
1697-NVVGY,1,1,1,0,-0.546856734,0,0,0,0,2,0,0.05324427,-0.439974394,0,1,0.5188741,Medium Risk
6754-WKSHP,1,0,0,1,-0.09867316,1,0,0,2,1,1,-1.31127593,-0.68825264,0,0,0.20686293,Low Risk
7036-ZZKBD,1,0,1,0,-0.057929199,0,1,1,0,0,2,0.05324427,-0.116253092,0,0,0.14200859,Low Risk
2203-GHNWN,0,0,1,0,-0.343136928,0,3,1,1,0,0,0.493680145,-0.15644527,0,0,0.13569736,Low Risk
8722-PRFDV,0,0,1,1,1.571829252,2,1,0,0,2,0,0.423875213,1.451969813,0,0,0.001458768,Low Risk
7527-QNRUS,1,0,1,1,-0.628344657,2,3,1,2,1,1,-1.317924019,-0.825329585,0,0,0.013196672,Low Risk
7861-UVUFT,0,0,1,0,-0.709832579,0,2,1,1,0,0,0.648248206,-0.430113854,1,1,0.8075764,High Risk
3563-SVYLG,1,0,1,1,1.449597369,2,1,0,0,2,2,-0.071407393,0.923184576,0,0,0.006718841,Low Risk
0431-APWVY,0,0,1,1,-0.180161082,1,0,1,1,0,0,0.841042778,0.139260629,1,0,0.07388309,Low Risk
1656-DRSMG,0,0,0,0,1.245877562,0,1,1,1,0,2,1.497541534,2.082250225,0,1,0.7138087,High Risk
2027-FECZV,1,0,0,0,-0.832064463,0,2,1,1,0,0,1.392834138,-0.454158571,1,1,0.91517097,High Risk
6857-TKDJV,1,0,1,1,1.408853407,2,0,0,2,1,1,-1.334544241,-0.292441306,0,0,0.001216054,Low Risk
0841-NULXI,1,0,0,0,-1.280248037,0,2,1,0,0,0,-0.972223408,-0.991679319,1,1,0.9865522,High Risk
3891-PUQOD,0,0,0,1,-1.280248037,0,2,0,0,0,0,-0.186086922,-0.981245236,1,1,0.7826138,High Risk
1229-RCALF,0,0,1,0,1.286621523,1,2,1,1,2,2,1.668729818,2.255725136,0,0,0.03828177,Low Risk
2122-SZZZD,1,0,0,0,0.471742298,1,1,0,2,1,1,-1.505732524,-0.638751406,0,0,0.007262626,Low Risk
2386-LAHRK,1,0,0,0,-1.280248037,0,3,1,0,0,0,-0.37555745,-0.983760004,1,1,0.73915917,High Risk
9112-WSNPU,0,1,0,0,0.105046646,0,2,0,1,0,0,0.19119211,0.059868945,0,1,0.6489948,Medium Risk
9127-FHJBZ,1,0,1,1,1.612573214,2,2,1,1,2,2,1.635489374,2.5632328,0,0,0.00275035,Low Risk
5301-GAUUY,1,0,0,0,-0.017185237,0,0,1,1,0,0,0.516948455,0.138025304,1,1,0.5829744,Medium Risk
2139-FQHLM,1,0,0,0,-0.546856734,0,3,0,1,0,2,0.836056711,-0.265109742,0,0,0.2218018,Low Risk
8325-QRPZR,0,0,0,0,-1.035784269,0,2,1,1,0,0,0.344098149,-0.775740114,0,1,0.8275614,High Risk
5129-JLPIS,1,0,0,0,-0.302392966,0,2,1,1,2,2,1.352945606,0.177688057,0,1,0.58114415,Medium Risk
3796-ENZGF,1,0,1,0,1.245877562,2,3,0,0,0,2,0.081498647,0.860690372,0,0,0.000625035,Low Risk
6769-DYBQN,1,1,0,0,0.553230221,0,2,0,1,2,0,0.671516517,0.74388599,1,1,0.6985746,Medium Risk
5312-TSZVC,0,0,0,1,-0.709832579,1,3,0,2,1,1,-1.500746458,-0.887978206,0,0,0.02810316,Low Risk
1205-WNWPJ,0,0,0,0,-1.035784269,0,3,1,0,0,2,-0.176114789,-0.823851607,1,0,0.24074277,Low Risk
6328-ZPBGN,0,1,0,0,-0.872808424,0,0,1,1,0,0,1.008907017,-0.567212859,1,1,0.9354572,High Risk
3392-EHMNK,0,0,1,1,1.408853407,2,1,0,1,0,2,0.974004551,1.773352821,0,0,0.13505267,Low Risk
9224-VTYID,1,0,1,1,0.593974182,2,3,1,0,2,2,0.854338955,0.897838356,0,0,0.007824454,Low Risk
2843-CQMEG,1,0,0,0,-0.343136928,0,3,1,0,0,0,-0.501871134,-0.469886904,0,0,0.03576895,Low Risk
4701-AHWMW,1,0,1,0,0.919925872,0,0,1,0,0,2,-0.340654984,0.306625094,1,0,0.02249169,Low Risk
1894-IGFSG,0,0,0,0,-0.42462485,0,2,0,1,0,0,0.812788401,-0.165644028,1,1,0.87909025,High Risk
0665-XHDJU,1,0,1,0,1.612573214,2,2,1,1,0,0,1.150178901,2.206995981,0,0,0.0852936,Low Risk
6174-NRBTZ,1,0,0,0,0.553230221,1,0,1,0,2,0,-1.131777536,-0.350303042,0,0,0.01278799,Low Risk
7067-KSAZT,0,1,1,0,1.327365485,1,2,1,1,0,0,1.377875938,2.072036735,1,0,0.27991092,Low Risk
1140-UKVZG,0,0,0,0,-0.628344657,0,3,0,2,1,1,-1.329558174,-0.797689191,0,0,0.28839222,Low Risk
4248-QPAVC,0,1,1,0,-0.628344657,0,0,1,1,2,0,0.683150672,-0.361707738,1,1,0.552702,Medium Risk
6698-OXETB,1,0,0,0,-0.872808424,2,3,0,2,1,1,-1.475816125,-0.905250695,0,0,0.001466407,Low Risk
5574-NXZIU,1,0,0,0,1.245877562,2,1,0,1,2,2,1.475935246,2.102897799,0,0,0.24133007,Low Risk
0959-WHOKV,1,0,0,0,0.390254375,1,2,1,1,2,0,1.136882724,0.889058726,0,0,0.1242927,Low Risk
2458-EOMRE,0,0,0,0,-0.872808424,0,0,0,0,2,0,-0.024870772,-0.683553994,0,0,0.19386469,Low Risk
9933-QRGTX,0,0,1,0,1.123645678,2,2,1,1,2,2,1.077049926,1.468470224,0,0,0.009321741,Low Risk
0690-SRQID,1,0,0,0,-1.158016153,0,3,1,2,1,1,-1.500746458,-0.97756132,0,0,0.16031316,Low Risk
1150-WFARN,0,0,1,1,1.408853407,2,1,1,1,2,2,1.460977047,2.149862204,1,0,0.04360162,Low Risk
0363-QJVFX,1,0,0,0,-0.017185237,0,1,1,1,2,2,1.441032781,0.507188915,1,0,0.043883767,Low Risk
0744-GKNGE,0,0,1,1,1.286621523,0,0,1,1,2,2,0.731349315,1.34295239,0,0,0.10092168,Low Risk
6685-GBWJZ,1,0,1,0,1.245877562,1,1,0,0,2,2,0.199502221,0.955391261,0,0,0.18980256,Low Risk
5133-VRSAB,1,0,0,0,-0.995040308,0,3,0,0,2,0,-1.178314157,-0.911868507,0,0,0.46863815,Medium Risk
5702-KVQRD,1,0,1,0,1.571829252,2,2,1,0,2,2,0.59007743,1.565928535,0,0,0.003451622,Low Risk
5057-RKGLH,0,0,1,1,-0.954296347,2,3,0,2,1,1,-1.477478147,-0.923052609,0,0,0.001680645,Low Risk
9378-FXTIZ,0,0,1,0,0.879181911,1,1,1,0,0,0,0.177895933,0.631934671,1,0,0.064774126,Low Risk
6710-HSJRD,1,0,1,0,1.16438964,0,2,1,1,0,2,1.638813419,2.139251646,0,1,0.6562064,Medium Risk
1074-WVEVG,0,0,1,0,1.082901717,1,3,0,2,1,1,-1.477478147,-0.448379015,0,0,0.013844013,Low Risk
0678-RLHVP,0,0,0,0,0.838437949,2,2,0,1,0,0,1.354607628,1.49957394,0,0,0.06323049,Low Risk
1820-TQVEV,1,0,0,0,-1.280248037,0,2,1,1,0,0,0.157951667,-0.976678945,1,1,0.98410505,High Risk
1635-FJFCC,0,0,0,0,-1.117272192,0,1,1,0,0,0,-0.689679639,-0.918177487,0,1,0.6910747,Medium Risk
0123-CRBRT,0,0,1,1,1.16438964,2,3,0,0,2,2,0.774561891,1.430969289,0,0,0.006649237,Low Risk
4905-JEFDW,1,0,0,0,-0.872808424,1,2,1,0,0,0,-0.771118726,-0.799740712,1,0,0.24765176,Low Risk
7401-JIXNM,0,0,1,1,0.879181911,2,1,0,0,2,2,0.88093131,1.183132231,0,0,0.017851448,Low Risk
8990-YOZLV,0,0,0,0,1.49034133,2,3,1,0,2,2,0.069864492,1.012348563,0,0,0.003842816,Low Risk
1092-GANHU,1,0,0,0,-0.628344657,0,2,1,1,0,0,0.393958814,-0.427841739,1,1,0.5417251,Medium Risk
5207-PLSTK,1,0,1,1,-1.280248037,0,3,1,0,2,0,-0.533449556,-0.985855645,0,0,0.39113453,Medium Risk
2144-BFDSO,0,1,1,0,0.716206066,0,0,0,1,2,0,1.460977047,1.389122658,0,0,0.34597373,Medium Risk
9624-EGDEQ,0,0,0,0,0.186534569,2,3,0,2,1,1,-1.495760391,-0.648545768,0,0,0.007249849,Low Risk
7157-SMCFK,1,0,0,1,1.16438964,2,3,0,2,1,1,-1.497422413,-0.511380585,0,0,0.035157315,Low Risk
4174-LPGTI,0,0,1,1,0.349510414,1,0,1,0,0,2,0.056568314,0.196460584,1,0,0.008236885,Low Risk
9391-DXGGG,0,1,0,0,0.471742298,1,1,0,1,0,0,0.809464357,0.753305343,0,0,0.048167467,Low Risk
8807-ARQET,0,0,0,0,0.349510414,0,2,1,0,0,0,-0.81266928,-0.267117145,0,1,0.80985075,High Risk
9644-KVCNC,0,0,0,0,1.368109446,1,0,1,1,0,0,0.909185687,1.664864824,0,0,0.08052819,Low Risk
5736-YEJAX,1,0,0,1,1.49034133,2,1,1,0,2,2,0.487032056,1.420292553,0,0,0.03987423,Low Risk
0023-UYUPN,0,1,1,0,0.716206066,1,2,0,2,1,1,-1.316261997,-0.431040348,0,0,0.11679259,Low Risk
1915-OAKWD,0,0,0,1,-0.669088618,1,0,1,2,1,1,-1.512380613,-0.848381631,0,0,0.18972294,Low Risk
8033-VCZGH,1,0,1,0,0.716206066,1,2,1,1,2,0,1.301422918,1.300620453,0,0,0.4194941,Medium Risk
1436-ZMJAN,0,0,1,0,-0.913552385,0,1,1,0,0,0,0.099780891,-0.719201941,0,0,0.41267574,Medium Risk
9507-EXLTT,0,0,1,0,-1.280248037,0,0,1,1,0,0,0.483708012,-0.972355308,1,1,0.9464288,High Risk
3966-HRMZA,0,1,0,0,-1.198760114,0,3,0,1,0,0,0.340774105,-0.917846597,0,1,0.7202579,High Risk
9586-JGQKH,0,0,1,0,1.286621523,2,0,1,1,0,2,1.349621561,1.990394995,0,0,0.015684681,Low Risk
9453-PATOS,0,0,1,0,1.612573214,2,3,0,0,2,2,0.674840561,1.708321789,0,0,0.001007427,Low Risk
8261-GWDBQ,0,1,1,0,1.123645678,2,0,1,1,2,2,1.703632283,2.048256731,0,0,0.11988102,Low Risk
4813-HQMGZ,0,0,1,0,-0.995040308,0,2,1,1,0,2,0.846028844,-0.679230356,0,1,0.8403889,High Risk
2883-ILGWO,1,1,0,0,1.001413795,0,0,1,1,0,2,1.33300134,1.601797076,0,0,0.29304755,Low Risk
5949-HGVJL,0,0,1,0,-0.261649005,0,2,1,0,0,2,0.274293218,-0.142856696,0,0,0.260376,Low Risk
6754-LZUKA,1,0,1,0,1.16438964,2,0,0,0,0,0,0.535230699,1.168793638,0,0,0.004230531,Low Risk
6198-ZFIOJ,0,0,0,0,-1.117272192,0,2,0,1,0,0,0.359056349,-0.829785579,0,1,0.8032128,High Risk
7409-KIUTL,0,1,0,1,-1.280248037,0,2,1,1,0,0,0.206150309,-0.976039224,1,1,0.842752,High Risk
4323-SADQS,1,0,1,1,-1.035784269,0,2,1,0,2,2,-1.007125874,-0.884161934,1,0,0.11666381,Low Risk
2068-WWXQZ,1,0,0,0,0.553230221,2,0,0,2,1,1,-1.48745028,-0.60941244,0,0,0.01283323,Low Risk
1936-UAFEH,0,0,0,0,1.449597369,2,1,0,1,2,2,1.510837712,2.204194441,0,0,0.24895257,Low Risk
5236-PERKL,0,0,0,0,1.001413795,2,0,1,1,2,0,1.600586909,1.844913428,1,0,0.25025102,Low Risk
8189-HBVRW,0,0,0,0,0.838437949,0,2,0,1,2,0,0.864311088,1.16380822,0,0,0.35916048,Medium Risk
1370-GGAWX,0,0,0,0,0.553230221,1,2,1,1,0,0,0.975666573,0.937589347,0,0,0.12619665,Low Risk
1200-TUZHR,0,1,0,0,-0.995040308,0,2,0,1,0,0,0.678164605,-0.700407355,0,1,0.9258819,High Risk
4851-BQDNX,1,0,1,1,0.308766453,1,2,1,1,0,0,0.673178539,0.473107184,0,0,0.33786947,Medium Risk
8319-QBEHW,1,0,0,1,-0.261649005,1,0,1,0,0,0,-0.825965457,-0.555697866,0,0,0.04239561,Low Risk
4250-WAROZ,1,1,1,1,1.123645678,0,2,1,1,2,0,0.945750174,1.540295543,0,0,0.058636874,Low Risk
7072-MBHEV,0,1,1,1,-0.872808424,0,1,1,1,0,0,0.442157457,-0.625802554,0,0,0.35446137,Medium Risk
8245-UMPYT,0,1,0,0,-0.669088618,0,2,1,1,0,0,1.050457571,-0.309757914,1,1,0.9468124,High Risk
9522-BNTHX,0,1,0,0,0.064302685,0,2,1,0,0,0,-0.28414623,-0.22824853,0,1,0.87741935,High Risk
9646-NMHXE,1,0,1,0,0.593974182,2,3,0,2,1,1,-1.500746458,-0.578044011,0,0,0.011684911,Low Risk
1062-LHZOD,1,0,1,1,-1.280248037,0,3,1,1,0,0,0.169585822,-0.97652453,1,1,0.96358347,High Risk
1035-IPQPU,0,1,1,0,1.245877562,0,2,1,1,0,0,1.286464719,1.851266528,0,0,0.320081,Medium Risk
8024-XNAFQ,0,1,0,0,1.612573214,2,0,1,1,2,2,1.416102448,2.411287837,0,0,0.006516795,Low Risk
7205-BAIAD,0,0,0,0,0.308766453,2,0,1,2,1,1,-1.469168036,-0.642369144,0,0,0.002324693,Low Risk
8083-YTZES,1,0,0,0,-1.158016153,0,2,1,1,0,0,0.317505795,-0.89029444,1,1,0.8561262,High Risk
4919-IKATY,1,0,1,1,-1.117272192,0,2,1,1,2,0,0.654896295,-0.807174721,1,1,0.5461874,Medium Risk
8975-SKGRX,1,0,1,0,1.571829252,2,0,1,1,2,2,1.705294305,2.659146955,0,0,0.017974524,Low Risk
4029-HPFVY,1,0,0,0,-1.198760114,0,3,1,1,0,0,0.182881999,-0.910125816,0,0,0.43875924,Medium Risk
3519-ZKXGG,0,0,1,0,-1.198760114,0,2,1,1,0,0,0.36736646,-0.89415483,1,1,0.8579016,High Risk
5214-CHIWJ,1,0,0,0,-0.220905044,1,3,0,2,1,1,-1.479140169,-0.744834932,0,0,0.003087585,Low Risk
0936-NQLJU,0,0,1,0,0.349510414,2,1,0,2,1,1,-1.467506014,-0.621081848,0,0,0.002830451,Low Risk
8873-GLDMH,0,0,0,0,-1.076528231,0,3,1,1,0,0,0.300885573,-0.830315004,0,1,0.7926182,High Risk
7952-OBOYL,1,0,0,0,-1.198760114,0,3,1,1,0,2,0.832732667,-0.899515258,0,1,0.78585863,High Risk
5334-JLAXU,0,0,1,0,1.123645678,0,1,1,1,2,0,0.974004551,1.408534907,0,0,0.35460728,Medium Risk
7529-ZDFXI,1,1,1,0,1.001413795,0,2,1,1,0,0,0.832732667,1.165639148,0,0,0.31191576,Medium Risk
4735-ASGMA,1,0,0,0,-0.261649005,0,2,1,1,0,0,1.115276436,0.102355297,1,1,0.9220214,High Risk
2338-BQEZT,0,0,0,0,0.919925872,0,1,1,0,2,0,-0.473616757,0.242410258,0,0,0.11882889,Low Risk
1493-AMTIE,1,0,0,0,-1.280248037,0,0,1,2,1,1,-1.482464214,-0.998451547,1,0,0.36404806,Medium Risk
2676-SSLTO,1,0,0,0,0.675462104,2,0,1,0,0,2,0.044934159,0.403995167,0,0,0.0039725,Low Risk
5876-HZVZM,0,0,1,1,-1.076528231,0,1,0,0,2,0,-0.295780385,-0.846175693,1,0,0.2067979,Low Risk
8375-DKEBR,0,1,0,0,-1.280248037,0,2,1,1,0,0,0.159613689,-0.976656886,1,1,0.9897165,High Risk
7776-QGYJC,0,0,1,1,0.268022492,0,0,1,1,0,2,0.555174965,0.363538277,0,0,0.10813511,Low Risk
2866-IKBTM,0,0,0,0,-1.280248037,0,3,0,2,1,1,-1.504070502,-0.998738319,0,1,0.5547538,Medium Risk
0214-JHPFW,0,0,1,0,1.531085291,2,0,0,0,0,2,-0.232623543,0.774724994,0,0,0.004804351,Low Risk
3334-CTHOL,0,0,0,0,-1.280248037,0,0,1,0,0,0,-0.493561024,-0.98532622,1,0,0.35448217,Medium Risk
7470-MCQTK,0,0,1,0,-0.791320502,0,0,1,0,0,0,-0.533449556,-0.727915393,1,0,0.34946224,Medium Risk
0016-QLJIS,0,0,1,1,1.327365485,2,3,1,0,2,2,0.852676933,1.621187265,0,0,0.002387893,Low Risk
5956-YHHRX,1,1,0,0,-0.465368811,0,2,1,1,0,0,1.314719096,-0.005051791,0,1,0.9219018,High Risk
3933-DQPWX,0,0,0,0,0.716206066,2,1,0,0,0,2,-0.834275568,-0.15465846,0,0,0.0257482,Low Risk
7750-EYXWZ,0,0,0,0,-0.832064463,1,2,0,0,0,2,-0.137888279,-0.679428891,0,0,0.31192595,Medium Risk
9040-KZVWO,1,0,0,0,-0.261649005,1,0,0,1,0,0,0.355732305,-0.11700311,0,0,0.022878101,Low Risk
3677-IYRBF,0,1,0,0,-1.239504076,0,2,1,0,0,0,-1.143411691,-0.972664139,1,1,0.9085013,High Risk
4501-UYKBC,0,1,0,0,0.553230221,1,1,1,0,0,2,0.142993467,0.428856081,0,0,0.040502593,Low Risk
0345-XMMUG,0,0,1,0,0.553230221,2,1,1,1,0,2,1.465963113,1.134292778,0,0,0.111655965,Low Risk
0310-MVLET,0,0,1,1,1.16438964,0,2,1,1,0,0,1.14186879,1.644195191,1,0,0.2622101,Low Risk
4521-YEEHE,0,0,1,0,-0.587600695,0,2,1,1,0,2,0.799492224,-0.303779824,0,1,0.70704025,High Risk
6429-SHBCB,1,0,0,0,-0.546856734,0,3,0,0,0,0,0.159613689,-0.392105554,0,0,0.18476336,Low Risk
9283-LZQOH,1,0,1,1,-0.791320502,0,1,1,1,0,0,0.319167817,-0.611728674,1,1,0.6450373,Medium Risk
3372-CDXFJ,1,0,1,1,-0.791320502,1,0,0,2,1,1,-1.339530307,-0.855771521,0,0,0.043093856,Low Risk
7075-BNDVQ,0,0,0,0,-1.158016153,0,3,0,0,2,0,-0.990505652,-0.947472335,0,1,0.50925654,Medium Risk
4056-QHXHZ,0,0,1,1,1.612573214,2,3,0,1,2,2,1.41776447,2.335381533,0,0,0.004668627,Low Risk
5351-QESIO,1,0,0,1,-1.280248037,0,3,0,0,0,0,-1.34950244,-0.996686797,0,1,0.8200925,High Risk
3374-LXDEV,0,0,0,0,-0.791320502,0,2,0,1,0,2,0.817774467,-0.507784907,1,1,0.853431,High Risk
1087-UDSIH,0,0,0,0,-1.198760114,0,3,1,2,1,1,-1.50240848,-0.981002583,1,0,0.2050409,Low Risk
3916-NRPAP,1,0,0,0,-1.198760114,0,1,0,1,0,0,0.694784827,-0.894088652,0,1,0.8128531,High Risk
6969-MVBAI,0,1,0,0,-0.954296347,0,2,1,1,0,0,0.841042778,-0.647001612,0,1,0.92417735,High Risk
6319-IEJWJ,1,0,1,1,-0.506112773,0,2,1,1,0,0,0.844366822,-0.223571942,1,0,0.4946485,Medium Risk
7912-SYRQT,0,0,0,0,-1.035784269,0,0,1,1,0,0,0.342436127,-0.763408925,1,1,0.8128264,High Risk
5539-TMZLF,1,1,0,0,-1.280248037,0,2,1,1,0,0,0.164599755,-0.976590708,1,1,0.98549414,High Risk
2985-FMWYF,0,0,0,0,-0.383880889,0,2,1,1,0,0,0.954060285,0.025698975,0,1,0.8373259,High Risk
9359-JANWS,0,0,1,0,1.327365485,2,1,0,0,2,2,-0.196059055,0.694340638,0,0,0.054756522,Low Risk
3620-EHIMZ,0,0,1,1,0.797693988,2,3,0,2,1,1,-1.510718591,-0.552190426,0,0,0.04246618,Low Risk
4026-SKKHW,1,0,0,0,-1.198760114,0,3,1,0,0,2,-0.483588891,-0.940170683,0,0,0.3425501,Medium Risk
8622-ZLFKO,0,0,1,0,-1.076528231,0,2,1,1,0,0,0.862649066,-0.781365255,0,1,0.899628,High Risk
3496-LFSZU,1,0,1,0,-1.158016153,0,2,0,1,0,0,0.189530088,-0.877566181,0,1,0.7709717,High Risk
7398-LXGYX,1,0,1,0,0.471742298,0,1,1,1,2,0,0.664868428,0.592536631,0,0,0.4301456,Medium Risk
3452-ABWRL,1,1,0,0,0.593974182,0,1,1,1,0,0,0.706418982,0.698090732,0,1,0.7569994,High Risk
7351-MHQVU,0,0,0,0,-1.076528231,0,1,0,0,2,2,-0.46032058,-0.871654269,0,1,0.5301845,Medium Risk
4060-LDNLU,1,0,0,0,-1.035784269,0,2,0,1,0,0,1.043809482,-0.725135912,0,1,0.98204744,High Risk
4648-YPBTM,1,0,0,0,0.838437949,2,0,1,0,0,2,0.302547595,0.73896675,0,0,0.001903686,Low Risk
8660-BUETV,0,0,0,0,-1.198760114,0,3,0,0,0,0,-0.666411329,-0.942045729,0,1,0.553121,Medium Risk
1345-GKDZZ,1,0,0,1,-1.076528231,0,3,0,2,1,1,-1.504070502,-0.950626826,0,0,0.09657125,Low Risk
4112-LUEIZ,1,0,0,0,-0.913552385,0,2,1,1,0,0,0.821098512,-0.626574632,1,1,0.8964779,High Risk
5419-KLXBN,0,0,1,1,-0.302392966,0,0,1,1,0,0,0.809464357,-0.011272534,1,1,0.70281035,High Risk
6233-HXJMX,0,0,0,0,0.512486259,0,1,1,1,0,0,0.814450423,0.842160498,0,1,0.8127006,High Risk
7398-SKNQZ,0,0,1,0,-1.198760114,0,2,0,1,0,0,1.000596906,-0.886831118,0,1,0.8960017,High Risk
5712-PTIWW,1,0,0,0,-1.239504076,0,2,1,1,0,2,0.500328233,-0.940104505,1,1,0.7689609,High Risk
2673-ZALNP,0,0,0,0,-1.035784269,1,3,0,2,1,1,-1.492436347,-0.930971924,0,0,0.01713168,Low Risk
6212-ATMLK,0,0,0,0,0.716206066,0,2,1,1,0,0,1.027189261,1.07934288,0,1,0.925423,High Risk
9402-ROUMJ,0,0,1,1,1.408853407,1,0,1,1,2,2,1.178433278,1.94373942,0,0,0.15917207,Low Risk
0256-LTHVJ,0,0,1,1,-0.180161082,0,2,1,1,0,0,0.540216765,-0.02479493,1,0,0.34540248,Medium Risk
4785-QRJHC,1,1,1,0,0.553230221,1,0,1,0,0,2,-0.162818612,0.23530714,1,0,0.03894862,Low Risk
4999-IEZLT,1,0,0,0,1.368109446,1,1,0,0,0,2,-1.174990113,-0.132422612,0,0,0.016069425,Low Risk
7868-BGSZA,1,0,1,0,0.430998337,1,2,1,0,2,0,0.511962388,0.572793491,0,0,0.16070636,Low Risk
4237-RLAQD,1,0,0,0,-1.280248037,0,3,1,0,0,0,-0.629846841,-0.987135088,1,1,0.6872514,Medium Risk
1171-TYKUR,1,0,1,0,0.593974182,0,2,0,2,1,1,-1.309613908,-0.504762773,0,0,0.4144045,Medium Risk
6248-BSHKG,1,0,1,1,1.16438964,1,3,0,2,1,1,-1.475816125,-0.466269167,0,0,0.00873357,Low Risk
6016-LVTJQ,0,0,1,1,0.064302685,0,3,0,2,1,1,-1.467506014,-0.691296834,0,0,0.015832718,Low Risk
